순위,종목코드,종목명,현재가,추천등급,와인스타인지점,미너비니지점,미너비니베이스,변동성축소비율,거래량축소비율,최근거래량증가(배),150일선이격도,RS상대강도(백분위),종합점수,score_rs,score_vcp,score_vol,score_pivot
24,005090,SGC에너지,55700,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),2,0.22,0.78,1.05,109.0,88.6,72,27,30,10,5
25,000370,한화손해보험,8270,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.25,0.94,1.17,122.5,86.6,71,26,30,10,5
26,090430,아모레퍼시픽,144100,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.32,0.8,0.49,110.6,81.1,69,24,30,10,5
27,005830,DB손해보험,187200,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.24,1.05,0.4,112.1,75.8,68,23,30,10,5
28,028670,팬오션,5710,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.35,0.73,1.94,105.9,74.2,67,22,30,10,5
29,105560,KB금융,176400,매수,Stage 2A (돌파 초입 우량),조건 미달 (수렴 진행중),1,0.88,1.0,1.05,109.5,83.6,60,25,10,10,15
30,021240,코웨이,100900,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.8,1.61,0.78,114.9,78.8,59,24,10,10,15
31,453340,현대그린푸드,19350,매수,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.84,0.99,1.9,112.6,78.0,58,23,10,10,15
32,010950,S-Oil,147300,관망/유지,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,0.87,0.92,1.19,120.6,94.2,53,28,10,10,5
33,096770,SK이노베이션,142000,관망/유지,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),2,1.0,0.93,1.03,119.2,88.1,51,26,10,10,5
34,000810,삼성화재,661000,관망/유지,Stage 2B (추세 확장 국면),조건 미달 (수렴 진행중),1,0.77,0.9,1.5,115.2,83.3,50,25,10,10,5
